lat,lng,predicted_label
202.162,-30.616,Bent
202.163,-31.039,Bent
202.163,-31.662,FR I
202.164,-32.221,FR I
202.169,-31.323,FR II
202.182,-31.636,FR II
202.196,-31.691,FR II
202.215,-31.137,FR II
202.218,-32.163,FR I
202.229,-31.764,FR II
202.247,-31.738,FR I
202.251,-31.443,FR II
202.268,-31.798,FR I
202.269,-32.052,FR II
202.292,-31.565,FR II
202.3,-31.249,FR II
202.312,-31.279,FR I
202.321,-30.829,FR I
202.34,-31.288,Bent
202.369,-31.657,FR I
202.381,-31.625,Point Source
202.383,-31.282,FR II
202.394,-31.757,FR II
202.424,-31.904,Bent
202.456,-31.328,FR I
202.462,-31.383,Bent
202.463,-31.741,FR I
202.47,-32.132,Bent
202.475,-30.94,FR II
202.479,-31.332,FR I
202.486,-31.296,FR II
202.488,-31.186,Point Source
202.521,-31.751,FR II
202.537,-31.737,FR II
202.539,-31.271,FR I
202.542,-31.786,FR II
202.55,-32.068,Point Source
202.552,-31.775,FR II
202.569,-31.77,FR II
202.572,-30.554,Bent
202.572,-31.389,Bent
202.603,-31.747,FR I
202.624,-31.412,Bent
202.629,-31.501,FR II
202.629,-31.518,FR II
202.637,-31.575,FR I
202.639,-30.824,Bent
202.669,-31.709,FR I
202.671,-31.321,Bent
202.673,-31.572,Bent
202.677,-31.069,FR I
202.681,-30.792,Bent
202.72,-31.454,FR I
202.721,-30.84,Bent
202.723,-31.506,Bent
202.738,-32.06,FR II
202.745,-31.751,Bent
202.774,-31.45,FR I
202.808,-31.931,FR II
202.812,-31.481,FR II
202.818,-30.772,FR I
202.82,-31.474,FR II
202.82,-31.594,FR I
202.822,-31.352,FR II
202.827,-31.912,FR II
202.827,-32.012,FR I
202.832,-31.229,Bent
202.833,-31.729,Bent
202.833,-31.825,Bent
202.836,-31.067,FR II
202.841,-31.927,FR II
202.882,-31.979,Bent
202.883,-31.486,FR II
202.891,-32.068,FR II
202.907,-31.553,FR I
202.907,-31.674,FR II
202.913,-31.369,Point Source
202.916,-31.731,Bent
202.919,-32.14,Bent
202.922,-31.445,Bent
202.929,-32.111,FR II
202.93,-30.924,Bent
202.942,-31.937,FR II
202.953,-31.276,Bent
202.955,-31.691,FR II
202.955,-31.817,FR I
202.962,-31.812,FR II
202.977,-31.281,FR II
202.997,-32.064,FR I
202.999,-31.823,FR I
203.016,-32.242,FR II
203.018,-31.778,Bent
203.02,-31.693,FR II
203.023,-31.875,FR I
203.029,-31.678,FR II
203.031,-30.73,Bent
203.057,-32.482,FR II
203.07,-32.55,FR II
203.123,-30.99,FR II
203.125,-31.267,Point Source
203.126,-31.849,FR I
203.127,-30.893,FR II
203.151,-32.334,FR I
203.17,-32.033,FR II
203.179,-31.92,FR I
203.184,-31.776,FR I
203.188,-31.975,Point Source
203.19,-31.109,Bent
203.194,-31.617,FR I
203.236,-31.769,FR II
203.238,-31.35,FR I
203.238,-31.4,FR I
203.254,-31.225,FR I
203.256,-31.738,FR I
203.261,-31.599,FR II
203.272,-31.399,FR II
203.283,-32.105,FR I
203.295,-32.216,FR II
203.297,-31.78,Bent
203.299,-32.477,Bent
203.309,-32.203,Bent
203.321,-31.195,FR II
203.345,-31.578,FR II
203.365,-31.038,FR II
203.368,-31.092,Point Source
203.384,-31.689,Bent
203.393,-31.643,Bent
203.409,-31.591,FR II
203.42,-31.333,FR I
203.455,-30.849,FR I
203.496,-30.938,FR II
203.516,-31.328,FR II
203.528,-32.087,FR II
203.535,-31.478,FR II
203.538,-31.308,Bent
203.575,-31.819,FR I
203.593,-31.321,Bent
203.667,-31.418,FR I
203.668,-31.547,FR I
203.763,-31.655,Point Source
203.782,-31.302,FR II
203.924,-31.897,FR II
21.005,-1.619,FR I
21.013,-2.284,FR I
21.02,-55.219,Bent
21.026,-2.231,FR I
21.082,-1.324,FR II
21.087,-1.449,FR II
21.092,-54.951,FR II
21.202,-55.371,FR I
21.227,-0.841,FR I
21.292,-1.308,FR I
21.308,-1.226,FR I
21.322,-0.309,FR I
21.369,-1.238,FR II
21.393,-1.082,FR I
21.438,-1.737,FR I
21.526,-0.93,FR II
21.532,-0.519,FR I
21.551,-1.872,FR II
21.682,-1.307,FR I
21.7,-1.269,FR II
21.721,-1.015,FR I
21.898,-0.968,FR II
21.943,-1.58,FR I
21.956,-1.007,FR I
211.253,-43.028,Bent
211.331,-42.97,Bent
211.341,-42.79,FR I
211.374,-42.971,FR II
211.382,-42.889,FR I
211.419,-43.274,FR I
211.469,-42.788,Bent
211.505,-42.256,FR I
211.547,-42.713,Bent
211.555,-42.49,Point Source
211.581,-43.059,FR II
211.586,-42.803,FR I
211.594,-41.966,Point Source
211.707,-43.171,FR I
211.771,-43.404,FR I
211.829,-42.837,FR II
211.845,-43.162,FR II
211.849,-43.176,Bent
211.859,-42.215,FR I
211.864,-43.014,Point Source
211.888,-42.23,FR II
211.915,-42.882,FR II
211.928,-43.033,FR II
211.931,-42.178,FR II
211.956,-43.626,FR II
211.958,-43.052,Point Source
211.963,-43.37,Point Source
211.986,-43.0,FR II
212.003,-43.305,Bent
212.015,-43.016,FR II
212.018,-43.655,FR II
212.041,-41.944,FR I
212.043,-42.969,FR II
212.078,-43.002,Bent
212.141,-42.389,FR I
212.167,-42.571,FR II
212.178,-42.027,FR I
212.181,-42.411,FR II
212.199,-42.795,FR I
212.215,-43.143,FR II
212.227,-41.998,FR I
212.229,-43.109,FR I
212.241,-42.868,FR II
212.245,-42.392,Point Source
212.249,-43.433,FR I
212.263,-41.983,Bent
212.264,-43.674,FR II
212.266,-42.122,Point Source
212.284,-42.822,Point Source
212.356,-42.604,FR I
212.363,-42.739,Point Source
212.374,-43.382,FR II
212.397,-42.79,FR I
212.413,-42.714,FR I
212.422,-42.753,FR II
212.444,-43.06,Bent
212.454,-43.626,FR I
212.462,-42.728,FR I
212.494,-42.521,FR II
212.498,-42.595,FR II
212.507,-42.527,FR I
212.511,-42.514,Bent
212.524,-42.646,FR II
212.551,-43.031,FR II
212.556,-41.91,FR II
212.557,-43.677,FR I
212.574,-42.809,Bent
212.583,-42.415,FR II
212.6,-43.319,FR II
212.61,-43.177,FR II
212.611,-42.628,FR I
212.614,-42.886,Bent
212.621,-42.782,Bent
212.638,-42.826,FR II
212.66,-42.293,FR II
212.663,-43.001,Point Source
212.667,-42.623,Bent
212.687,-42.476,Point Source
212.697,-42.755,Point Source
212.726,-43.31,Point Source
212.759,-42.727,FR I
212.771,-42.448,FR I
212.773,-42.684,FR II
212.78,-42.699,Bent
212.791,-42.771,Bent
212.879,-42.37,Bent
212.883,-42.589,FR II
212.888,-42.666,FR I
212.892,-42.634,FR II
212.896,-43.099,Bent
212.939,-43.024,FR II
212.953,-42.188,FR II
212.978,-42.852,FR I
212.98,-42.009,Point Source
212.982,-41.954,FR I
212.986,-42.67,FR II
212.997,-43.535,Point Source
212.999,-42.896,FR II
213.009,-42.887,Point Source
213.017,-43.734,Bent
213.075,-42.889,FR II
213.077,-42.918,FR II
213.115,-43.755,FR I
213.117,-42.903,Bent
213.133,-42.903,Bent
213.203,-43.141,Point Source
213.256,-41.921,FR II
213.286,-43.448,Bent
213.307,-42.075,Bent
213.341,-42.999,FR II
213.355,-43.422,FR II
213.36,-43.381,FR II
213.372,-43.444,Bent
213.394,-42.331,FR II
213.434,-42.354,FR II
213.499,-43.043,FR II
213.508,-42.519,FR II
213.53,-42.332,Bent
213.606,-43.228,FR I
213.611,-42.943,FR I
213.655,-43.292,FR II
213.681,-42.584,Bent
213.79,-43.013,FR I
213.796,-43.021,Point Source
213.806,-43.136,Point Source
214.249,-53.635,FR II
214.273,-55.054,FR I
214.344,-54.491,FR I
214.353,-54.954,FR II
214.381,-53.443,Bent
214.538,-54.094,Bent
214.595,-54.375,Point Source
214.621,-54.34,FR I
214.712,-54.22,Bent
214.754,-54.677,Point Source
214.875,-54.33,FR II
214.891,-55.005,FR II
214.894,-54.446,Point Source
214.944,-53.713,FR I
214.954,-54.988,FR II
214.988,-53.53,FR II
214.99,-54.168,Bent
215.0,-54.089,Exotic
215.029,-53.838,FR II
215.048,-54.465,FR II
215.049,-54.664,FR II
215.063,-53.729,FR II
215.099,-54.347,FR II
215.143,-53.534,FR I
215.152,-54.69,FR II
215.211,-54.662,FR I
215.218,-54.027,Bent
215.22,-54.354,FR II
215.236,-54.338,Bent
215.243,-54.255,Bent
215.298,-54.96,FR I
215.32,-53.905,Bent
215.337,-54.502,Bent
215.363,-53.454,FR I
215.376,-53.579,FR I
215.39,-53.946,FR II
215.449,-54.581,Point Source
215.494,-55.02,FR I
215.519,-53.669,FR II
215.521,-54.589,FR II
215.605,-53.466,FR II
215.606,-54.857,FR I
215.618,-53.457,FR II
215.626,-53.286,FR II
215.642,-54.085,FR II
215.648,-53.793,FR I
215.656,-54.146,Point Source
215.662,-54.936,Bent
215.692,-54.66,FR II
215.71,-54.757,FR II
215.723,-54.186,FR II
215.749,-53.804,Point Source
215.75,-54.291,FR II
215.765,-54.248,FR II
215.77,-54.157,Point Source
215.777,-53.648,Bent
215.788,-53.49,Point Source
215.796,-55.114,FR II
215.8,-53.915,Point Source
215.833,-54.732,FR II
215.835,-53.756,FR II
215.845,-55.045,FR II
215.852,-54.165,FR II
215.877,-55.153,Bent
215.885,-53.444,Bent
215.891,-54.216,FR II
215.902,-53.836,FR II
215.914,-54.219,Bent
215.915,-54.413,FR II
215.923,-54.197,FR II
215.93,-54.129,Bent
215.936,-54.644,FR I
215.94,-53.618,FR II
215.944,-54.197,FR II
215.95,-54.274,FR II
215.959,-53.941,FR II
215.963,-54.771,FR II
215.968,-53.702,FR II
215.974,-54.076,Point Source
215.988,-53.912,FR II
215.998,-54.369,Point Source
216.004,-54.239,FR II
216.007,-54.202,FR II
216.031,-54.099,FR II
216.053,-54.447,FR II
216.07,-54.275,Point Source
216.077,-54.425,FR II
216.079,-54.916,FR II
216.093,-53.921,Bent
216.115,-53.911,Bent
216.127,-53.285,FR II
216.149,-53.715,Bent
216.217,-53.935,Bent
216.235,-54.128,FR I
216.241,-54.244,FR I
216.263,-53.88,Bent
216.269,-54.678,FR I
216.274,-54.207,FR II
216.305,-54.141,FR I
216.362,-54.531,FR I
216.374,-54.432,FR II
216.416,-53.972,FR II
216.444,-54.624,Bent
216.472,-54.16,FR II
216.491,-54.432,FR II
216.495,-53.789,FR I
216.498,-54.728,FR II
216.569,-54.255,FR II
216.609,-54.061,FR II
216.613,-53.732,FR II
216.627,-53.461,FR II
216.63,-53.861,FR I
216.689,-53.205,FR I
216.71,-54.671,FR II
216.757,-53.882,FR II
216.757,-54.243,FR II
216.801,-54.572,FR II
216.809,-53.646,FR II
216.818,-54.869,Bent
216.821,-53.331,Bent
216.821,-54.469,FR II
216.839,-55.117,FR I
216.842,-53.503,Bent
216.896,-54.017,FR II
216.959,-54.83,Bent
216.971,-54.232,Bent
216.976,-54.466,FR II
216.981,-53.355,FR II
217.156,-54.011,Point Source
217.19,-54.054,FR II
217.192,-55.044,Bent
217.376,-53.407,Bent
217.424,-54.983,FR II
217.476,-53.46,Bent
217.546,-54.883,FR II
217.57,-54.188,FR I
217.592,-54.208,FR II
22.053,-1.596,FR I
22.121,-1.303,FR I
22.137,-1.306,FR I
22.203,-0.87,Bent
22.212,-13.511,FR II
22.219,-13.52,Bent
22.334,-14.058,FR I
22.383,-13.567,Point Source
22.476,-13.412,FR I
22.48,-1.367,FR I
22.496,-13.142,FR I
22.505,-13.502,FR I
22.526,-12.946,FR II
22.57,-13.191,Bent
22.57,-13.867,Bent
22.57,-14.128,FR II
22.575,-14.359,FR II
22.616,-13.487,Bent
22.616,-13.571,FR II
22.63,-13.725,Point Source
22.644,-14.123,FR I
22.648,-13.666,FR II
22.649,-13.604,FR II
22.649,-13.779,FR I
22.656,-13.572,Bent
22.686,-13.337,FR II
22.733,-13.612,FR II
22.742,-13.689,FR II
22.75,-13.442,Point Source
22.757,-13.337,Bent
22.765,-13.541,FR II
22.766,-13.452,FR II
22.778,-13.054,Bent
22.78,-13.799,Bent
22.813,-13.756,Bent
22.824,-13.581,FR II
22.846,-13.759,FR I
22.851,-13.36,FR II
22.858,-13.279,FR II
22.872,-13.497,FR II
22.888,-13.473,Bent
22.895,-13.539,FR I
22.913,-13.794,Bent
22.922,-13.627,FR II
22.935,-13.678,Bent
22.953,-13.37,FR I
22.962,-13.56,FR I
22.972,-13.564,FR II
22.982,-13.641,FR I
22.99,-13.596,FR I
22.99,-14.334,FR I
22.993,-14.108,Bent
226.538,-83.392,Bent
226.561,-83.196,Point Source
227.802,-83.328,FR II
228.185,-83.442,FR I
228.22,-46.64,Point Source
228.287,-47.145,FR I
228.33,-45.856,FR I
228.346,-83.334,FR I
228.353,-84.046,FR I
228.383,-46.693,Bent
228.437,-46.781,Bent
228.462,-46.345,Point Source
228.522,-46.27,Point Source
228.567,-46.527,FR II
228.572,-83.293,FR II
228.583,-45.719,FR I
228.595,-45.716,Point Source
228.598,-46.225,FR I
228.633,-46.776,FR II
228.643,-84.051,FR I
228.671,-45.918,Bent
228.705,-45.943,Bent
228.716,-84.126,Bent
228.724,-46.77,FR I
228.752,-46.921,Point Source
228.759,-47.115,FR II
228.777,-45.972,Point Source
228.802,-45.885,Bent
228.837,-45.941,FR II
228.854,-45.909,Point Source
228.862,-46.13,FR I
228.871,-47.204,FR II
228.889,-47.024,FR II
228.931,-46.05,Point Source
228.947,-46.72,FR I
228.948,-46.048,FR I
228.958,-46.164,Bent
228.964,-47.101,FR I
228.979,-45.696,Bent
228.985,-45.743,Bent
228.988,-45.868,FR II
228.993,-46.411,FR I
229.007,-46.394,Bent
229.015,-46.907,FR II
229.038,-46.48,Point Source
229.06,-46.644,FR II
229.061,-45.859,Point Source
229.109,-45.968,Bent
229.151,-46.97,FR I
229.154,-46.507,FR II
229.155,-46.335,FR II
229.172,-45.926,Bent
229.175,-46.97,FR II
229.199,-46.166,Bent
229.199,-46.27,Bent
229.21,-46.969,FR I
229.25,-46.6,FR II
229.303,-46.41,Bent
229.346,-46.491,FR II
229.392,-46.953,Bent
229.4,-45.973,FR II
229.418,-46.562,FR II
229.452,-46.835,FR II
229.469,-46.363,Point Source
229.472,-45.653,Bent
229.49,-83.865,FR II
229.498,-46.97,FR II
229.506,-46.711,FR II
229.524,-46.289,FR II
229.533,-46.408,FR II
229.553,-46.329,FR I
229.554,-46.406,Bent
229.571,-46.403,FR I
229.6,-83.816,Bent
229.622,-46.181,FR II
229.638,-47.057,Bent
229.645,-46.05,FR I
229.67,-46.566,Bent
229.671,-46.354,FR I
229.691,-46.553,Point Source
229.701,-46.18,Bent
229.702,-46.399,Bent
229.754,-45.682,Bent
229.763,-46.608,Bent
229.831,-45.797,FR II
229.879,-46.236,FR II
229.895,-46.866,FR I
229.901,-83.447,FR II
229.902,-46.68,FR II
229.91,-83.508,FR I
229.927,-46.954,Bent
229.971,-46.347,FR I
229.976,-46.585,Point Source
229.987,-46.988,FR II
229.988,-46.15,FR II
23.017,-13.475,Bent
23.017,-13.563,FR II
23.019,-13.665,FR II
23.02,-13.625,FR II
23.134,-13.734,FR I
23.135,-13.865,FR II
23.141,-13.512,FR II
23.142,-13.229,Point Source
23.154,-13.201,Bent
23.164,-13.91,Point Source
23.168,-13.552,Point Source
23.171,-13.318,FR II
23.187,-13.539,FR II
23.19,-13.522,FR II
23.221,-13.134,Bent
23.225,-13.659,FR I
23.23,-13.865,FR II
23.237,-14.015,FR I
23.258,-12.932,FR II
23.265,-14.018,FR I
23.281,-13.035,Bent
23.288,-14.035,FR II
23.294,-14.42,Bent
23.313,-13.129,FR II
23.326,-13.677,FR I
23.334,-14.32,FR I
23.347,-13.406,FR II
23.348,-13.366,Point Source
23.361,-13.38,FR I
23.37,-13.208,Point Source
23.416,-13.948,FR II
23.426,-14.317,FR II
23.49,-13.228,Point Source
23.501,-13.292,Bent
23.546,-13.95,Point Source
23.6,-13.586,Bent
23.631,-13.119,FR II
23.649,-13.362,FR I
230.078,-46.665,FR I
230.079,-46.879,FR I
230.095,-83.323,Bent
230.114,-46.243,Point Source
230.142,-47.415,Bent
230.165,-45.873,FR II
230.176,-45.915,FR II
230.232,-45.903,FR II
230.234,-46.024,Bent
230.234,-46.531,FR II
230.38,-83.589,Exotic
230.401,-47.226,Point Source
230.412,-46.992,Bent
230.548,-46.584,FR II
230.551,-46.525,Bent
230.587,-46.948,Bent
230.592,-83.054,FR I
230.633,-46.677,FR II
230.641,-46.386,FR I
230.646,-46.435,FR II
230.649,-46.472,Point Source
230.796,-46.559,FR II
230.798,-45.7,FR II
230.936,-45.702,Bent
231.174,-83.405,FR II
231.391,-83.645,FR II
231.589,-82.736,Bent
231.619,-83.773,FR II
231.726,-83.434,FR II
231.737,-82.912,FR I
232.067,-82.75,FR I
232.159,-82.985,FR II
232.315,-83.425,Bent
232.325,-83.336,FR II
232.325,-83.579,Bent
232.331,-83.962,FR II
232.349,-46.494,Bent
232.365,-83.984,Bent
232.494,-46.57,FR II
232.51,-47.441,FR II
232.512,-47.175,FR II
232.646,-83.402,FR II
232.701,-83.824,FR II
232.74,-47.115,FR II
232.745,-46.926,Bent
232.813,-46.591,FR I
232.815,-46.394,Exotic
232.829,-47.874,FR II
232.833,-46.674,FR I
232.854,-47.523,FR I
232.886,-47.183,Bent
232.898,-46.372,Bent
232.916,-46.828,Point Source
232.926,-46.425,Point Source
232.957,-46.958,Point Source
233.003,-46.927,Point Source
233.063,-47.243,FR II
233.099,-46.063,FR II
233.12,-46.055,FR I
233.129,-46.961,FR II
233.133,-83.706,FR I
233.16,-46.363,FR II
233.179,-47.928,FR II
233.182,-47.142,Bent
233.191,-47.14,FR II
233.203,-46.333,Bent
233.221,-47.4,Bent
233.249,-83.902,Bent
233.252,-83.376,FR I
233.295,-46.666,FR II
233.296,-47.666,Bent
233.318,-83.766,FR II
233.344,-46.586,FR I
233.369,-47.057,FR II
233.404,-46.701,FR I
233.423,-83.205,Point Source
233.439,-47.293,FR II
233.443,-47.551,Bent
233.445,-46.917,FR II
233.448,-46.311,FR II
233.454,-47.027,Bent
233.465,-47.481,FR II
233.47,-47.201,Point Source
233.495,-47.269,FR II
233.524,-84.452,Bent
233.538,-83.067,FR I
233.551,-47.556,FR II
233.552,-47.131,Point Source
233.557,-46.602,Bent
233.569,-47.768,FR II
233.58,-47.766,FR II
233.594,-47.051,Bent
233.595,-46.19,Bent
233.665,-46.804,FR II
233.676,-47.206,FR II
233.687,-47.768,FR II
233.695,-46.954,FR II
233.706,-47.117,Bent
233.716,-47.121,FR II
233.722,-47.044,FR II
233.734,-47.144,Bent
233.757,-46.441,Bent
233.777,-46.417,FR II
233.78,-83.722,FR II
233.8,-83.625,Exotic
233.802,-46.956,FR II
233.809,-46.87,FR I
233.827,-47.051,FR II
233.874,-47.283,FR II
233.882,-83.955,Bent
233.903,-46.514,Bent
233.903,-46.595,FR II
233.97,-47.512,Bent
234.016,-83.502,FR I
234.036,-47.374,FR II
234.045,-47.055,FR I
234.049,-47.116,Bent
234.067,-47.132,FR II
234.078,-46.505,Bent
234.129,-46.301,Bent
234.173,-47.413,Point Source
234.179,-46.224,FR II
234.224,-47.104,Point Source
234.234,-47.278,FR II
234.248,-47.52,FR II
234.295,-47.714,FR II
234.344,-46.86,Bent
234.353,-84.178,Bent
234.363,-46.88,Point Source
234.377,-46.799,FR II
234.421,-47.81,Bent
234.436,-83.197,FR II
234.462,-46.67,Bent
234.465,-46.606,Point Source
234.466,-47.258,FR I
234.476,-46.907,Point Source
234.477,-46.831,FR I
234.48,-46.49,FR I
234.502,-47.896,FR II
234.512,-47.178,FR I
234.536,-83.693,FR II
234.541,-82.69,Point Source
234.549,-46.51,FR II
234.572,-46.891,FR I
234.606,-47.592,Exotic
234.627,-47.025,FR I
234.71,-46.703,FR I
234.746,-83.169,FR I
234.748,-47.821,Bent
234.767,-82.99,FR II
234.779,-46.768,Point Source
234.889,-46.51,FR I
234.895,-83.59,FR II
234.906,-46.985,FR I
234.911,-46.342,FR II
234.951,-83.619,FR II
234.961,-83.809,FR II
234.984,-47.525,FR II
235.051,-83.975,FR II
235.056,-47.425,FR II
235.08,-47.198,Bent
235.087,-47.182,Bent
235.091,-83.443,FR II
235.095,-83.382,FR II
235.118,-47.059,Bent
235.213,-83.226,FR II
235.221,-84.259,FR I
235.272,-82.8,Bent
235.292,-83.305,FR II
235.337,-83.231,FR I
235.357,-83.356,FR II
235.437,-83.477,FR II
235.504,-83.365,Point Source
235.559,-83.252,FR II
235.613,-83.901,Point Source
235.667,-84.388,Bent
235.773,-83.539,FR II
235.903,-83.588,FR II
235.923,-84.171,FR II
235.97,-83.586,FR II
236.077,-83.767,FR II
236.083,-83.644,FR II
236.299,-83.434,Bent
236.323,-83.042,FR I
236.381,-83.033,FR II
236.39,-83.659,FR II
236.427,-83.607,FR II
236.63,-83.574,Point Source
236.656,-84.373,Point Source
236.662,-83.672,FR I
236.76,-83.808,FR I
236.887,-83.646,FR II
236.996,-83.229,FR II
237.011,-76.094,Point Source
237.045,-83.907,Bent
237.052,-75.534,FR I
237.056,-75.494,FR I
237.059,-83.57,FR II
237.079,-83.817,Bent
237.086,-75.675,Bent
237.118,-83.398,FR II
237.221,-83.573,FR II
237.265,-75.47,Point Source
237.329,-75.659,Bent
237.354,-75.763,FR I
237.392,-76.177,FR II
237.412,-82.959,Bent
237.43,-83.457,FR II
237.457,-75.674,FR II
237.462,-83.253,FR II
237.583,-76.282,FR II
237.591,-75.387,Bent
237.599,-75.836,Point Source
237.6,-83.198,Bent
237.603,-76.413,FR II
237.617,-75.821,FR I
237.645,-76.296,Bent
237.646,-83.558,FR I
237.658,-84.322,Bent
237.706,-83.504,FR II
237.73,-83.646,FR II
237.763,-84.1,FR II
237.787,-75.933,FR I
237.835,-76.31,Bent
237.859,-76.015,FR I
237.867,-75.909,FR II
237.891,-83.051,FR II
237.977,-83.771,FR I
237.996,-75.378,FR II
238.017,-75.244,FR II
238.053,-83.657,Point Source
238.071,-83.452,FR I
238.087,-76.246,FR I
238.097,-83.619,Point Source
238.099,-76.07,FR II
238.108,-84.304,FR II
238.234,-75.747,FR I
238.279,-74.844,Point Source
238.344,-75.715,FR II
238.352,-83.579,Bent
238.354,-75.992,Bent
238.355,-74.948,FR II
238.372,-75.284,FR I
238.455,-83.222,FR II
238.526,-76.147,Bent
238.622,-75.667,FR II
238.625,-83.358,Bent
238.626,-75.904,FR II
238.687,-75.317,Bent
238.696,-75.843,FR I
238.734,-75.694,FR I
238.739,-75.848,FR I
238.739,-76.673,FR I
238.767,-75.894,Point Source
238.85,-83.578,Bent
238.86,-76.227,FR II
238.865,-76.099,FR II
238.939,-83.263,FR II
238.991,-76.118,Bent
239.021,-75.462,Bent
239.022,-75.65,FR II
239.047,-76.471,FR I
239.081,-75.693,Bent
239.084,-75.712,Bent
239.157,-76.59,FR II
239.201,-74.879,Bent
239.225,-76.12,FR I
239.254,-83.445,Exotic
239.285,-75.719,FR II
239.356,-75.143,FR I
239.419,-75.83,Bent
239.466,-75.608,FR II
239.514,-82.788,FR II
239.55,-76.114,Bent
239.559,-83.903,FR II
239.563,-75.742,FR I
239.598,-76.353,FR I
239.654,-83.818,FR II
239.72,-75.574,FR I
239.765,-75.672,FR I
239.767,-76.085,FR II
239.781,-75.879,FR II
239.807,-75.707,FR II
239.867,-83.722,FR II
239.889,-75.241,FR II
239.896,-74.794,FR II
239.93,-75.56,FR I
239.956,-75.107,Bent
239.99,-75.574,FR II
239.999,-75.642,FR I
24.386,-60.229,FR II
24.569,-60.987,FR II
24.671,-52.601,Bent
24.684,-52.978,Bent
24.818,-60.133,FR I
24.828,-61.133,Point Source
24.83,-61.35,FR I
24.933,-53.385,FR II
24.971,-60.449,FR I
24.98,-60.864,Bent
24.984,-52.681,FR I
240.02,-76.453,FR II
240.053,-75.481,FR II
240.131,-75.722,FR II
240.132,-74.982,FR II
240.174,-75.505,Point Source
240.221,-75.609,FR I
240.303,-75.576,Bent
240.307,-75.659,Bent
240.326,-74.825,FR I
240.346,-75.825,FR II
240.371,-75.597,Bent
240.376,-75.731,Exotic
240.401,-75.541,FR II
240.43,-75.706,FR II
240.435,-75.76,Exotic
240.475,-75.905,FR I
240.491,-75.776,FR II
240.496,-75.548,Bent
240.516,-75.745,Bent
240.639,-75.52,FR II
240.683,-75.686,FR I
240.744,-74.819,FR II
240.786,-84.38,FR I
240.79,-76.376,FR II
240.797,-83.048,FR I
240.809,-75.515,FR II
240.849,-75.356,Bent
240.928,-75.596,FR I
240.939,-83.727,Bent
240.961,-75.841,FR I
240.998,-75.606,Point Source
241.038,-75.843,Bent
241.044,-75.876,Bent
241.11,-75.147,FR II
241.193,-76.01,FR I
241.198,-75.523,FR I
241.199,-75.78,FR II
241.211,-75.807,FR II
241.237,-76.13,Bent
241.239,-75.174,Bent
241.26,-75.708,FR I
241.316,-75.7,FR II
241.368,-75.538,Bent
241.436,-75.131,FR I
241.47,-74.796,Bent
241.535,-75.722,FR I
241.607,-75.967,FR II
241.612,-76.041,Bent
241.657,-76.059,FR I
241.658,-75.85,FR II
241.708,-75.474,FR II
241.723,-83.25,FR I
241.786,-75.614,FR II
241.816,-76.036,FR II
241.983,-75.134,Bent
242.019,-75.962,FR I
242.069,-76.126,FR II
242.079,-75.723,FR I
242.097,-76.308,FR II
242.1,-76.672,FR II
242.185,-75.779,FR II
242.218,-75.269,FR II
242.427,-83.254,FR I
242.446,-75.126,FR I
242.508,-75.02,FR II
242.624,-84.171,FR I
242.633,-75.789,FR II
242.642,-75.457,FR II
242.655,-75.552,Bent
242.665,-83.149,FR II
242.753,-75.52,FR I
242.793,-76.606,FR II
242.841,-76.531,Bent
242.85,-83.763,FR II
242.893,-75.575,FR II
243.109,-84.125,Bent
243.149,-75.386,FR II
243.195,-75.872,Bent
243.312,-75.566,Point Source
243.317,-75.818,FR I
243.353,-76.212,FR I
243.515,-75.943,FR I
243.57,-83.958,FR I
243.87,-75.187,FR II
243.932,-75.637,FR I
244.144,-76.069,FR I
244.177,-75.56,Bent
244.573,-76.078,FR I
249.199,-82.334,FR I
249.333,-82.599,Point Source
249.393,-82.178,Bent
25.012,-60.333,Point Source
25.019,-60.706,FR I
25.023,-60.886,FR I
25.042,-53.145,FR II
25.05,-60.776,FR II
25.073,-52.879,FR II
25.096,-60.881,Bent
25.102,-52.901,FR II
25.111,-53.328,Point Source
25.171,-61.436,FR II
25.176,-60.88,FR II
25.257,-52.643,FR II
25.267,-52.922,Bent
25.269,-61.129,FR II
25.271,-61.441,Bent
25.272,-61.104,Point Source
25.291,-52.651,Bent
25.319,-53.037,FR II
25.335,-60.798,Point Source
25.349,-53.659,FR I
25.352,-52.659,FR II
25.368,-60.355,Bent
25.379,-53.514,FR I
25.383,-61.011,FR II
25.416,-53.782,FR II
25.425,-53.061,FR II
25.441,-60.562,FR II
25.446,-52.833,FR I
25.451,-60.873,FR I
25.458,-60.721,FR II
25.465,-60.376,FR II
25.479,-52.956,FR II
25.479,-60.726,Bent
25.491,-60.873,FR II
25.493,-52.834,FR II
25.496,-59.882,FR II
25.499,-53.517,FR II
25.522,-60.784,FR II
25.55,-52.292,Bent
25.555,-60.598,Bent
25.556,-52.984,FR II
25.575,-53.391,FR II
25.577,-52.769,FR II
25.581,-61.144,FR II
25.583,-53.159,FR II
25.585,-53.381,FR I
25.587,-60.895,FR II
25.596,-60.517,FR II
25.632,-53.153,FR II
25.633,-53.233,FR II
25.674,-60.312,FR II
25.695,-60.914,FR I
25.696,-60.263,Bent
25.696,-60.596,FR II
25.697,-53.552,FR II
25.698,-53.563,FR I
25.699,-53.882,FR II
25.708,-52.699,FR II
25.721,-52.354,Bent
25.722,-60.265,FR II
25.73,-53.379,FR I
25.739,-52.903,FR II
